user_id,signup_date,city_tier,segment,preferred_device,acquisition_channel,engagement_band
U000575,2025-05-06,2,value,mobile,search,Med
U000576,2025-08-06,1,regular,mobile,search,High
U000577,2025-12-23,2,value,web,search,Low
U000578,2025-09-13,2,regular,mobile,organic,High
U000579,2025-12-15,3,regular,mobile,organic,Low
U000580,2025-05-30,2,premium,mobile,paid_social,High
U000581,2025-05-28,2,value,web,paid_social,Med
U000582,2025-11-30,3,premium,mobile,organic,Med
U000583,2025-05-31,2,value,web,search,Med
U000584,2025-05-18,1,regular,mobile,paid_social,Low
U000585,2025-08-14,1,regular,web,paid_social,High
U000586,2025-12-23,1,value,web,referral,Low
U000587,2025-10-25,1,value,web,search,Low
U000588,2025-05-29,2,value,mobile,search,Med
U000589,2025-12-01,3,regular,mobile,search,Low
U000590,2025-12-02,2,regular,mobile,organic,Med
U000591,2025-11-21,1,value,mobile,organic,Low
U000592,2025-12-17,2,value,mobile,organic,Low
U000593,2025-07-04,1,regular,mobile,referral,High
U000594,2026-01-05,3,value,web,organic,Low
U000595,2025-07-24,1,regular,mobile,paid_social,High
U000596,2025-11-22,2,premium,,search,High
U000597,2025-09-27,2,regular,web,search,Med
U000598,2025-11-16,2,premium,web,referral,High
U000599,2025-10-09,2,regular,web,paid_social,Med
U000600,2025-10-13,3,regular,mobile,organic,High
U000601,2025-10-06,1,value,mobile,paid_social,Med
U000602,2025-11-16,3,value,web,search,Low
U000603,2025-11-06,2,regular,mobile,search,Med
U000604,2025-06-07,3,value,web,paid_social,Med
U000605,2025-11-28,3,premium,web,paid_social,High
U000606,2025-09-16,3,regular,web,organic,High
U000607,2025-07-25,1,premium,web,email,High
U000608,2025-09-11,2,value,web,paid_social,Med
U000609,2026-01-02,2,regular,web,paid_social,Low
U000610,2025-12-06,2,regular,web,organic,Med
U000611,2025-11-30,2,value,web,organic,Low
U000612,2025-08-29,3,regular,mobile,search,Med
U000613,2025-11-17,3,regular,web,paid_social,Low
U000614,2025-08-09,2,premium,web,search,High
U000615,2025-10-24,2,regular,web,paid_social,Med
U000616,2025-10-12,3,value,web,organic,Low
U000617,2025-07-06,3,regular,web,paid_social,Med
U000618,2025-07-10,1,regular,web,referral,High
U000619,2025-05-20,2,value,mobile,paid_social,Med
U000620,2025-06-09,3,regular,mobile,paid_social,High
U000621,2025-08-21,2,value,mobile,referral,Med
U000622,2025-09-01,2,value,mobile,organic,Low
U000623,2025-06-15,3,regular,web,paid_social,High
U000624,2025-08-17,3,value,web,email,Med
U000625,2025-10-03,3,regular,web,search,Med
U000626,2025-07-02,3,value,web,organic,Med
U000627,2025-07-28,2,regular,web,email,Low
U000628,2025-08-05,2,value,web,organic,Low
U000629,2025-09-08,2,premium,mobile,organic,High
U000630,2025-08-04,2,value,web,organic,Low
U000631,2025-11-05,2,regular,web,search,Med
U000632,2025-07-26,2,value,mobile,search,Med
U000633,2025-08-21,2,value,web,search,Low
U000634,2025-08-08,2,regular,mobile,email,Med
U000635,2025-06-19,2,regular,mobile,search,High
U000636,2025-10-24,2,premium,mobile,search,High
U000637,2025-07-03,1,value,web,referral,Med
U000638,2025-07-18,1,value,web,referral,Med
U000639,2025-11-19,3,regular,mobile,organic,Med
U000640,2025-12-29,2,regular,mobile,organic,Low
U000641,2025-10-20,1,value,mobile,paid_social,Low
U000642,2025-12-21,3,regular,web,referral,Low
U000643,2025-12-05,2,regular,web,search,Low
U000644,2025-09-02,1,regular,web,organic,High
U000645,2025-11-14,2,value,web,paid_social,Low
U000646,2025-07-26,1,regular,web,paid_social,High
U000647,2025-08-28,2,value,mobile,search,Med
U000648,2025-09-16,2,regular,web,referral,Med
U000649,2026-01-01,1,value,mobile,referral,Low
U000650,2025-12-03,1,regular,mobile,paid_social,Low
U000651,2025-09-04,2,regular,web,paid_social,High
U000652,2025-10-15,1,regular,web,paid_social,Low
U000653,2025-06-24,3,value,mobile,search,Low
U000654,2025-11-22,1,value,web,search,Low
U000655,2025-09-20,2,regular,web,paid_social,High
U000656,2025-09-15,2,regular,mobile,paid_social,High
U000657,2025-11-13,2,premium,mobile,search,Low
U000658,2025-10-10,1,value,mobile,organic,Low
U000659,2025-05-23,3,premium,mobile,paid_social,High
U000660,2025-07-16,3,value,web,paid_social,Med
U000661,2025-06-18,1,value,mobile,search,Med
U000662,2025-11-05,1,value,mobile,search,Low
U000663,2025-05-13,3,regular,mobile,organic,High
U000664,2025-06-24,2,value,mobile,email,Med
U000665,2025-10-01,1,value,mobile,referral,Med
U000666,2025-10-26,1,regular,mobile,search,High
U000667,2025-09-08,2,regular,web,search,High
U000668,2025-12-07,2,value,mobile,paid_social,Low
U000669,2025-12-21,2,value,web,search,Low
U000670,2025-06-07,3,regular,mobile,email,High
U000671,2025-12-30,2,value,mobile,organic,Low
U000672,2025-10-06,2,value,mobile,organic,Low
U000673,2025-10-11,2,regular,,search,Med
U000674,2025-05-28,2,value,web,organic,Med
U000675,2025-10-08,1,regular,web,paid_social,Med
U000676,2025-11-03,1,value,web,referral,Low
U000677,2025-09-27,2,value,web,organic,Med
U000678,2025-05-26,2,value,mobile,search,Med
U000679,2025-09-13,1,value,web,paid_social,Low
U000680,2025-12-25,2,value,mobile,referral,Low
U000681,2025-11-02,2,value,web,search,Low
U000682,2025-06-08,2,premium,mobile,organic,High
U000683,2025-12-31,3,regular,mobile,paid_social,Low
U000684,2025-12-31,3,value,mobile,search,Low
U000685,2025-06-16,2,regular,mobile,paid_social,Low
U000686,2025-11-22,1,regular,mobile,search,Low
U000687,2025-08-15,2,regular,mobile,organic,High
U000688,2025-10-01,2,value,mobile,paid_social,Med
U000689,2025-08-24,1,value,web,search,Low
U000690,2025-11-17,1,value,web,organic,Low
U000691,2026-01-10,1,value,mobile,search,Low
U000692,2025-11-20,2,value,web,email,Low
U000693,2025-12-24,2,premium,web,paid_social,Med
U000694,2025-12-28,1,premium,mobile,organic,Low
U000695,2025-05-27,3,value,web,paid_social,Med
U000696,2025-07-07,3,regular,mobile,organic,High
U000697,2025-11-02,1,regular,mobile,search,Med
U000698,2025-09-30,3,regular,mobile,search,Low
U000699,2025-05-17,1,regular,mobile,organic,High
U000700,2025-05-28,3,value,mobile,search,Med
U000701,2025-09-12,3,regular,mobile,email,High
U000702,2025-10-06,1,premium,mobile,organic,High
U000703,2025-06-16,3,regular,web,referral,High
U000704,2025-06-16,3,regular,mobile,paid_social,Low
U000705,2025-06-06,3,regular,mobile,search,Low
U000706,2025-09-23,3,value,web,organic,Low
U000707,2025-05-06,2,value,web,organic,Low
U000708,2025-09-25,1,regular,mobile,organic,High
U000709,2025-09-01,3,value,web,paid_social,Med
U000710,2025-08-29,2,regular,mobile,email,High
U000711,2025-10-22,2,regular,web,referral,Med
U000712,2025-09-13,2,regular,web,organic,High
U000713,2025-11-03,2,value,mobile,organic,Low
U000714,2025-11-12,1,premium,web,organic,High
U000715,2025-12-21,2,value,web,email,Low
U000716,2025-11-21,1,value,mobile,organic,Low
U000717,2025-09-11,2,value,web,organic,Med
U000718,2025-09-05,3,regular,web,paid_social,High
U000719,2025-07-03,2,premium,mobile,search,High
U000720,2025-10-02,2,value,mobile,organic,Med
U000721,2025-06-08,2,premium,mobile,paid_social,High
U000722,2025-12-24,3,value,web,organic,Low
U000723,2025-12-03,2,regular,web,organic,Med
U000724,2025-06-04,2,value,mobile,organic,Med
U000725,2025-11-18,1,regular,mobile,search,Med
U000726,2025-06-03,1,regular,web,email,High
U000727,2025-11-02,2,regular,mobile,search,Med
U000728,2025-05-27,3,value,web,paid_social,Med
U000729,2025-09-04,2,regular,mobile,organic,High
U000730,2025-10-17,1,premium,mobile,paid_social,High
U000731,2025-11-03,3,regular,mobile,email,Low
U000732,2025-08-18,2,regular,mobile,search,High
U000733,2025-12-22,3,regular,web,email,Med
U000734,2025-11-15,1,value,mobile,paid_social,Low
U000735,2025-06-26,2,premium,web,paid_social,High
U000736,2025-10-20,3,value,mobile,organic,Low
U000737,2025-11-04,2,regular,mobile,paid_social,Med
U000738,2025-07-27,2,value,web,search,Med
U000739,2025-11-06,3,value,web,email,Low
U000740,2025-12-16,1,regular,web,email,Low
U000741,2025-11-26,1,regular,web,search,Med
U000742,2025-11-12,2,premium,web,email,Med
U000743,2025-10-11,2,premium,mobile,referral,Low
U000744,2025-07-11,1,value,web,paid_social,Med
U000745,2025-11-20,2,value,mobile,organic,Low
U000746,2025-08-04,3,value,mobile,organic,Med
U000747,2025-09-15,2,regular,mobile,organic,Med
U000748,2025-07-22,2,regular,web,organic,High
U000749,2025-07-22,3,premium,mobile,email,High
U000750,2025-06-13,2,regular,mobile,organic,High
U000751,2026-01-01,3,value,mobile,paid_social,Low
U000752,2025-06-11,2,regular,mobile,paid_social,High
U000753,2025-05-26,3,regular,mobile,paid_social,Low
U000754,2025-12-25,2,regular,web,organic,Low
U000755,2025-09-21,1,value,mobile,search,Med
U000756,2025-08-22,3,regular,web,paid_social,High
U000757,2025-11-06,2,regular,mobile,search,Low
U000758,2025-08-09,1,value,web,organic,Med
U000759,2025-06-06,1,regular,web,paid_social,High
U000760,2025-11-04,2,value,web,organic,Low
U000761,2025-06-18,1,regular,web,paid_social,High
U000762,2025-09-20,2,regular,mobile,search,High
U000763,2025-12-29,1,premium,web,organic,Low
U000764,2025-12-25,2,value,mobile,referral,Low
U000765,2025-08-03,2,value,web,organic,Med
U000766,2025-11-16,2,value,mobile,email,Low
U000767,2025-10-05,2,regular,web,referral,Med
U000768,2025-09-02,1,value,web,search,Med
U000769,2025-06-09,2,regular,web,organic,High
U000770,2025-08-07,2,value,mobile,organic,Med
U000771,2025-10-15,2,value,mobile,email,Low
U000772,2026-01-07,1,regular,mobile,paid_social,Low
U000773,2025-05-06,1,regular,web,organic,High
U000774,2025-11-01,1,premium,web,search,High
U000775,2025-12-03,2,regular,web,organic,Low
U000776,2025-12-29,2,regular,web,search,Low
U000777,2025-08-19,3,regular,mobile,search,High
U000778,2025-06-03,2,regular,web,organic,High
U000779,2025-07-12,2,value,mobile,referral,Low
U000780,2025-12-04,2,regular,mobile,organic,Low
U000781,2025-12-11,1,regular,web,search,Low
U000782,2025-10-11,2,value,web,paid_social,Low
U000783,2025-06-04,2,regular,web,email,High
U000784,2025-06-04,2,regular,web,search,Low
U000785,2025-09-02,1,regular,web,email,High
U000786,2025-09-29,3,value,mobile,search,Low
U000787,2025-05-13,3,regular,web,referral,High
U000788,2025-10-24,1,premium,mobile,organic,High
U000789,2025-09-18,2,value,mobile,paid_social,Low
U000790,2025-05-08,3,value,mobile,organic,Low
U000791,2025-05-29,2,value,mobile,email,Med
U000792,2025-08-27,3,value,web,email,Med
U000793,2025-11-02,2,premium,web,search,High
U000794,2025-11-28,3,regular,web,search,Med
U000795,2025-08-21,3,value,mobile,paid_social,Low
U000796,2025-07-18,1,value,mobile,organic,Med
U000797,2026-01-03,2,premium,web,paid_social,Med
U000798,2025-08-28,2,value,web,paid_social,Low
U000799,2025-07-23,1,regular,web,search,High
U000800,2025-08-24,2,value,web,organic,Med
U000801,2025-05-08,3,value,mobile,email,Low
U000802,2025-07-19,1,regular,web,organic,High
U000803,2025-09-11,2,value,web,paid_social,Low
U000804,2025-12-21,3,regular,web,organic,Low
U000805,2025-11-06,2,value,web,organic,Low
U000806,2025-11-17,2,regular,web,organic,Low
U000807,2025-09-18,3,regular,mobile,search,Med
U000808,2025-06-01,2,regular,web,paid_social,High
U000809,2025-08-11,1,value,mobile,search,Low
U000810,2026-01-10,1,regular,web,paid_social,Low
U000811,2025-05-16,3,premium,web,paid_social,High
U000812,2025-12-11,2,value,web,organic,Low
U000813,2025-10-23,2,value,web,organic,Low
U000814,2025-07-15,1,regular,web,paid_social,High
U000815,2025-11-16,2,value,,paid_social,Low
U000816,2025-12-01,3,regular,mobile,search,Low
U000817,2025-05-15,2,regular,mobile,organic,High
U000818,2025-05-31,3,value,mobile,referral,Med
U000819,2025-10-19,2,regular,web,organic,Med
U000820,2026-01-10,2,regular,mobile,paid_social,Low
U000821,2025-05-11,3,value,mobile,organic,Med
U000822,2025-10-19,2,premium,web,paid_social,High
U000823,2025-06-08,2,value,web,search,Med
U000824,2025-10-15,3,value,web,paid_social,Low
U000825,2025-10-08,2,regular,mobile,organic,Med
U000826,2025-05-27,2,value,web,search,Med
U000827,2025-10-22,3,regular,web,organic,Med
U000828,2025-12-16,1,value,mobile,paid_social,Low
U000829,2025-12-07,2,regular,web,organic,Low
U000830,2025-05-12,1,value,mobile,organic,Med
U000831,2025-07-05,2,regular,mobile,paid_social,High
U000832,2025-07-04,1,regular,mobile,organic,High
U000833,2025-08-26,2,regular,mobile,organic,High
U000834,2025-06-09,1,premium,web,referral,High
U000835,2025-12-05,2,regular,mobile,referral,Low
U000836,2025-11-15,2,regular,mobile,referral,Med
U000837,2025-11-23,2,regular,mobile,organic,Med
U000838,2025-06-23,2,premium,web,search,High
U000839,2025-05-08,2,regular,web,paid_social,High
U000840,2025-12-19,2,premium,web,organic,Med
U000841,2025-07-16,2,value,web,paid_social,Med
U000842,2025-10-16,3,regular,mobile,organic,Low
U000843,2025-12-19,2,regular,mobile,email,Low
U000844,2025-05-14,1,value,mobile,paid_social,Med
U000845,2025-05-06,3,value,mobile,search,Med
U000846,2025-05-06,2,premium,web,search,High
U000847,2025-06-13,1,regular,web,organic,High
U000848,2025-05-17,2,value,web,search,Med
U000849,2025-11-26,1,value,web,paid_social,Low
U000850,2025-10-04,1,regular,web,search,Low
U000851,2026-01-05,2,regular,web,search,Low
U000852,2025-11-22,1,premium,web,organic,Med
U000853,2026-01-01,3,premium,mobile,paid_social,Low
U000854,2025-07-03,3,regular,web,search,High
U000855,2025-07-16,2,regular,web,organic,High
U000856,2025-12-04,2,value,web,email,Low
U000857,2025-07-05,2,premium,mobile,search,High
U000858,2025-05-19,3,value,mobile,search,Med
U000859,2025-10-19,2,value,web,email,Low
U000860,2025-11-22,1,premium,web,search,Med
U000861,2026-01-03,2,premium,mobile,email,Low
U000862,2025-12-23,2,value,mobile,paid_social,Low
U000863,2025-06-04,1,regular,mobile,paid_social,High
U000864,2025-11-14,2,regular,web,organic,Med
U000865,2025-12-03,1,value,mobile,organic,Low
U000866,2025-10-27,3,value,mobile,search,Low
U000867,2025-11-26,2,value,web,organic,Low
U000868,2025-12-01,1,regular,mobile,organic,Low
U000869,2025-08-25,1,regular,web,paid_social,Med
U000870,2025-05-15,1,regular,mobile,paid_social,High
U000871,2025-08-27,2,value,web,organic,Med
U000872,2025-06-24,1,premium,web,paid_social,High
U000873,2025-06-02,2,regular,mobile,email,High
U000874,2025-06-05,1,premium,mobile,paid_social,High
U000875,2025-10-27,2,value,web,referral,Low
U000876,2025-09-08,2,regular,mobile,paid_social,High
U000877,2025-09-17,2,regular,web,organic,Med
U000878,2025-11-08,2,value,web,search,Low
U000879,2025-09-19,1,value,mobile,email,Med
U000880,2025-10-10,1,value,web,paid_social,Low
U000881,2025-05-26,1,value,web,referral,Med
U000882,2025-12-04,3,regular,,email,Low
U000883,2025-08-25,3,value,web,organic,Low
U000884,2025-06-12,3,value,web,organic,Med
U000885,2025-11-25,2,regular,web,paid_social,Med
U000886,2025-11-05,2,value,mobile,organic,Low
U000887,2025-05-18,2,value,web,search,Med
U000888,2025-06-22,3,regular,web,referral,High
U000889,2025-05-08,3,value,mobile,paid_social,Low
U000890,2025-07-11,3,value,web,organic,Med
U000891,2025-05-30,3,value,web,paid_social,Med
U000892,2025-10-30,2,value,mobile,organic,Low
U000893,2025-09-13,3,regular,mobile,referral,High
U000894,2026-01-06,3,value,web,organic,Low
U000895,2025-11-09,2,value,mobile,referral,Low
U000896,2025-10-05,3,premium,mobile,search,High
U000897,2025-09-09,1,premium,web,search,High
U000898,2025-05-18,3,value,mobile,search,Med
U000899,2025-05-22,3,value,mobile,organic,Med
U000900,2025-10-06,1,regular,mobile,search,Med
U000901,2025-05-06,2,regular,mobile,referral,High
U000902,2025-05-15,1,regular,mobile,referral,High
U000903,2025-06-29,3,value,mobile,organic,Med
U000904,2025-12-12,3,value,mobile,paid_social,Low
U000905,2025-08-28,2,regular,mobile,referral,High
U000906,2025-10-30,3,premium,mobile,referral,High
U000907,2025-08-16,1,premium,mobile,search,High
U000908,2025-06-17,2,value,mobile,organic,Med
U000909,2025-08-06,2,regular,web,email,High
U000910,2025-05-28,1,value,web,search,Med
U000911,2025-11-14,2,regular,mobile,search,Med
U000912,2025-06-20,2,premium,web,paid_social,High
U000913,2025-08-07,2,regular,mobile,organic,High
U000914,2026-01-05,2,value,mobile,referral,Low
U000915,2025-09-30,3,regular,mobile,organic,Med
U000916,2025-08-28,2,regular,web,paid_social,High
U000917,2025-09-18,3,regular,mobile,email,High
U000918,2025-11-17,2,value,web,email,Low
U000919,2025-07-07,2,premium,web,email,High
U000920,2025-10-11,2,value,web,referral,Med
U000921,2025-12-10,2,value,web,organic,Low
U000922,2025-09-25,2,value,web,email,Low
U000923,2025-08-25,2,value,mobile,email,Med
U000924,2025-06-10,1,value,mobile,search,Med
U000925,2025-07-06,2,regular,web,search,High
U000926,2025-12-28,2,value,web,organic,Low
U000927,2025-09-17,2,value,web,paid_social,Med
U000928,2025-07-19,3,value,mobile,paid_social,Med
U000929,2025-08-18,2,value,mobile,search,Med
U000930,2025-09-27,3,premium,web,search,High
U000931,2025-09-16,3,premium,web,search,High
U000932,2025-10-27,3,value,web,organic,Low
U000933,2025-07-08,3,regular,mobile,email,High
U000934,2025-10-14,1,regular,web,organic,Med
U000935,2025-08-24,2,premium,web,organic,High
U000936,2025-12-27,1,value,web,organic,Low
U000937,2025-06-13,3,value,web,referral,Med
U000938,2025-06-11,2,regular,web,referral,High
U000939,2025-08-28,2,premium,web,organic,High
U000940,2025-09-09,3,regular,mobile,organic,High
U000941,2025-10-25,1,regular,web,search,Med
U000942,2025-08-14,2,value,web,organic,Med
U000943,2025-12-20,2,regular,mobile,paid_social,Low
U000944,2025-09-01,1,premium,web,organic,High
U000945,2025-06-06,2,regular,mobile,search,High
U000946,2025-06-03,3,regular,mobile,search,High
U000947,2026-01-04,1,regular,web,search,Low
U000948,2025-06-07,2,regular,mobile,search,High
U000949,2025-12-28,2,regular,mobile,organic,Low
U000950,2025-07-13,2,regular,mobile,organic,High
U000951,2025-05-28,1,premium,web,organic,High
U000952,2025-07-20,3,regular,web,organic,High
U000953,2025-10-06,3,value,web,email,Low
U000954,2025-08-20,1,value,mobile,organic,Low
U000955,2025-11-18,2,value,mobile,organic,Low
U000956,2025-10-05,2,value,web,organic,Med
U000957,2025-08-13,2,value,web,paid_social,Med
U000958,2025-10-11,2,regular,web,email,High
U000959,2026-01-03,1,value,web,referral,Low
U000960,2025-08-16,1,value,mobile,paid_social,Med
U000961,2025-06-12,3,regular,web,referral,High
U000962,2025-08-15,2,value,mobile,search,Med
U000963,2025-12-01,3,regular,mobile,referral,Med
U000964,2025-06-28,2,premium,mobile,referral,High
U000965,2025-12-29,3,regular,mobile,organic,Low
U000966,2025-09-29,1,value,web,search,Low
U000967,2025-10-02,1,value,mobile,organic,Med
U000968,2025-07-23,3,regular,mobile,organic,High
U000969,2025-12-22,3,regular,web,referral,Low
U000970,2025-05-14,2,value,web,organic,Low
U000971,2025-07-18,2,regular,web,paid_social,High
U000972,2025-08-18,2,regular,web,email,High
U000973,2025-09-01,2,value,web,search,Low
U000974,2025-09-01,1,regular,web,search,High
U000975,2025-06-11,3,value,mobile,paid_social,Med
U000976,2025-06-30,2,value,web,referral,Low
U000977,2025-05-28,2,regular,web,organic,High
U000978,2025-09-25,1,value,web,organic,Low
U000979,2025-08-01,1,regular,web,paid_social,High
U000980,2025-09-24,2,regular,mobile,email,Med
U000981,2025-09-30,2,value,web,organic,Low
U000982,2025-10-28,2,premium,web,search,High
U000983,2025-09-19,1,value,web,email,Low
U000984,2025-10-14,3,value,web,organic,Low
U000985,2025-09-29,2,premium,mobile,organic,High
U000986,2025-10-15,3,regular,mobile,paid_social,Med
U000987,2025-10-06,1,regular,web,organic,High
U000988,2025-07-23,2,value,mobile,organic,Med
U000989,2025-07-05,2,value,web,paid_social,Med
U000990,2025-11-18,2,regular,mobile,paid_social,Low
U000991,2025-07-30,2,value,mobile,search,Med
U000992,2025-09-19,1,value,web,search,Low
U000993,2025-06-23,2,regular,mobile,search,High
U000994,2025-08-21,2,value,mobile,paid_social,Low
U000995,2025-09-14,2,value,web,referral,Low
U000996,2025-10-09,1,value,mobile,referral,Low
U000997,2025-09-14,2,regular,mobile,paid_social,Med
U000998,2025-08-03,2,regular,web,referral,High
U000999,2026-01-01,2,premium,mobile,referral,Med
U001000,2025-09-10,2,value,mobile,organic,Low
U001001,2025-11-23,2,value,web,email,Low
U001002,2025-11-05,3,regular,web,referral,Med
U001003,2025-09-22,2,value,mobile,organic,Med
U001004,2025-12-13,2,regular,mobile,organic,Low
U001005,2025-06-06,3,premium,web,paid_social,High
U001006,2025-12-22,2,regular,web,search,Low
U001007,2025-12-04,3,regular,web,paid_social,Med
U001008,2025-09-08,3,premium,mobile,search,High
U001009,2025-11-05,1,value,mobile,organic,Low
U001010,2025-09-12,2,premium,web,organic,High
U001011,2025-07-11,2,regular,mobile,referral,Med
U001012,2025-11-21,3,regular,mobile,organic,Med
U001013,2025-07-05,2,premium,web,paid_social,High
U001014,2025-07-22,1,regular,web,organic,High
U001015,2025-09-12,2,regular,mobile,search,High
U001016,2025-12-01,1,value,web,search,Low
U001017,2025-08-09,3,regular,web,organic,High
U001018,2025-09-06,2,regular,mobile,paid_social,High
U001019,2025-05-15,2,value,mobile,paid_social,Med
U001020,2025-06-03,3,regular,web,organic,High
U001021,2025-05-19,2,regular,mobile,search,High
U001022,2025-05-23,2,regular,mobile,paid_social,Low
U001023,2025-12-08,3,value,web,paid_social,Low
U001024,2025-12-02,3,regular,web,search,Low
U001025,2025-11-27,3,value,mobile,paid_social,Low
U001026,2025-05-18,1,value,mobile,organic,Med
U001027,2025-05-24,2,regular,web,organic,High
U001028,2025-07-14,1,value,mobile,paid_social,Med
U001029,2025-09-23,3,value,mobile,paid_social,Low
U001030,2025-07-27,2,regular,mobile,referral,High
U001031,2025-09-04,2,value,mobile,organic,Med
U001032,2025-06-17,1,premium,web,search,High
U001033,2025-11-04,2,premium,web,paid_social,High
U001034,2025-07-22,2,regular,web,organic,Low
U001035,2025-05-21,1,premium,mobile,search,High
U001036,2025-11-07,1,premium,mobile,paid_social,High
U001037,2025-12-17,3,value,mobile,organic,Low
U001038,2025-05-08,3,regular,web,search,Med
U001039,2025-08-22,1,value,mobile,organic,Med
U001040,2025-11-28,2,regular,web,email,Med
U001041,2025-10-29,3,regular,web,organic,Low
U001042,2025-12-05,2,value,web,organic,Low
U001043,2025-08-17,2,value,mobile,organic,Med
U001044,2025-08-06,2,premium,web,organic,High
U001045,2025-10-30,2,value,mobile,organic,Low
U001046,2025-06-12,1,value,mobile,paid_social,Med
U001047,2025-07-04,2,value,mobile,organic,Med
U001048,2025-10-02,1,regular,web,organic,Med
U001049,2025-10-19,1,regular,mobile,organic,Med
U001050,2025-06-04,2,regular,mobile,search,High
U001051,2025-09-09,3,regular,web,organic,High
U001052,2025-08-04,3,value,mobile,paid_social,Med
U001053,2025-09-07,2,value,mobile,paid_social,Med
U001054,2025-12-31,2,regular,web,paid_social,Low
U001055,2025-05-24,2,regular,web,organic,High
U001056,2026-01-09,2,regular,web,referral,Low
U001057,2025-08-25,2,regular,web,paid_social,High
U001058,2025-11-14,2,regular,mobile,organic,Med
U001059,2025-08-19,2,regular,web,search,High
U001060,2025-07-22,3,regular,web,paid_social,High
U001061,2025-11-14,3,regular,web,organic,Low
U001062,2025-10-24,1,regular,web,search,Med
U001063,2025-06-10,2,regular,web,paid_social,High
U001064,2025-10-29,1,premium,mobile,organic,High
U001065,2025-11-10,2,regular,web,email,Low
U001066,2025-08-10,2,value,web,organic,Low
U001067,2025-12-23,1,value,mobile,organic,Low
U001068,2025-10-12,3,regular,mobile,organic,Low
U001069,2025-07-27,2,regular,web,search,High
U001070,2025-05-07,3,regular,web,referral,High
U001071,2025-10-21,1,regular,web,referral,Low
U001072,2025-06-26,1,value,web,email,Med
U001073,2025-11-10,2,regular,web,search,Med
U001074,2025-09-13,1,regular,mobile,search,High
U001075,2025-08-30,2,regular,mobile,search,High
U001076,2025-06-15,3,regular,web,organic,High
U001077,2025-10-30,1,value,mobile,email,Low
U001078,2025-06-15,1,regular,web,search,High
U001079,2025-08-17,2,regular,web,search,High
U001080,2025-11-30,2,premium,web,search,Med
U001081,2025-12-22,2,regular,web,referral,Low
U001082,2026-01-08,2,value,mobile,organic,Low
U001083,2025-12-31,3,regular,web,paid_social,Low
U001084,2025-09-21,1,regular,mobile,paid_social,Med
U001085,2025-06-24,2,value,web,referral,Med
U001086,2025-12-01,2,regular,mobile,organic,Med
U001087,2025-11-22,3,value,mobile,organic,Low
U001088,2026-01-08,2,value,web,search,Low
U001089,2025-10-15,2,value,web,referral,Low
U001090,2025-06-09,1,value,mobile,email,Med
U001091,2025-09-08,1,premium,web,paid_social,High
U001092,2025-08-25,1,regular,web,organic,Med
U001093,2025-12-02,2,value,mobile,organic,Low
U001094,2025-08-11,2,regular,web,paid_social,High
U001095,2025-07-26,2,regular,web,organic,High
U001096,2025-05-25,1,value,web,search,High
U001097,2025-11-30,3,value,web,referral,Low
U001098,2025-11-10,3,regular,web,search,Low
U001099,2025-05-15,1,value,web,search,Med
U001100,2025-08-21,1,regular,web,organic,High
U001101,2025-09-02,1,value,web,organic,Med
U001102,2025-08-30,3,regular,web,paid_social,High
U001103,2025-12-21,1,regular,mobile,search,Low
U001104,2025-06-11,2,value,mobile,organic,Low
U001105,2025-07-20,2,value,web,organic,Med
U001106,2025-06-19,3,premium,web,organic,High
U001107,2025-07-05,2,regular,mobile,paid_social,High
U001108,2025-12-18,2,regular,web,paid_social,Low
U001109,2025-12-27,3,value,web,search,Low
U001110,2025-05-16,1,value,mobile,search,Med
U001111,2025-10-10,3,regular,web,organic,Med
U001112,2025-07-02,1,premium,mobile,search,High
U001113,2025-06-22,2,value,mobile,organic,Med
U001114,2025-07-17,3,regular,mobile,email,High
U001115,2025-06-22,2,regular,web,organic,High
U001116,2025-09-05,2,value,web,search,Med
U001117,2026-01-09,2,value,web,organic,Low
U001118,2025-09-29,2,value,mobile,referral,Low
U001119,2025-11-02,2,regular,mobile,organic,Med
U001120,2025-09-05,2,regular,mobile,email,Low
U001121,2025-05-08,2,regular,web,organic,High
U001122,2025-05-26,2,value,mobile,referral,Med
U001123,2025-07-11,2,regular,web,paid_social,High
U001124,2025-07-05,2,regular,mobile,organic,High
U001125,2025-12-01,2,regular,web,organic,Med
U001126,2025-12-02,1,regular,web,search,Med
U001127,2025-12-05,3,value,web,referral,Low
U001128,2025-10-12,2,regular,mobile,referral,Med
U001129,2025-09-21,1,regular,web,organic,High
U001130,2025-10-14,2,value,web,search,Low
U001131,2025-08-15,3,value,web,organic,Med
U001132,2025-10-20,1,regular,web,organic,Med
U001133,2025-11-20,1,regular,mobile,paid_social,Med
U001134,2025-11-12,1,value,web,search,Low
U001135,2025-10-06,1,premium,web,organic,High
U001136,2025-05-19,3,regular,mobile,referral,High
U001137,2025-11-02,3,value,web,paid_social,Low
U001138,2025-08-05,1,regular,web,paid_social,High
U001139,2025-11-07,2,regular,web,organic,Med
U001140,2025-09-17,1,premium,web,email,High
U001141,2025-12-12,2,value,web,search,Low
U001142,2025-07-28,3,value,web,search,Med
U001143,2025-12-24,2,regular,web,organic,Low
U001144,2025-12-02,1,value,mobile,referral,Low
U001145,2025-07-27,2,regular,mobile,search,High
U001146,2025-09-03,3,regular,,referral,High
U001147,2025-09-15,2,value,web,paid_social,Med
U001148,2025-11-13,1,regular,web,referral,Med
