user_id,week_start,active_days_week,total_minutes_week,sessions_week,feature_usage_count_week,payment_attempts_week,payment_failures_week,renewal_due_flag
U000514,2025-11-24,5.0,192.92000000000002,12.0,15.0,0.0,0.0,0.0
U000514,2025-12-01,3.0,131.92,8.0,12.0,1.0,0.0,0.0
U000514,2025-12-08,2.0,58.75,2.0,9.0,0.0,0.0,0.0
U000514,2025-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000514,2025-12-22,5.0,123.25,9.0,13.0,0.0,0.0,0.0
U000514,2025-12-29,4.0,128.8,4.0,16.0,0.0,0.0,0.0
U000514,2026-01-05,6.0,165.07,9.0,20.0,0.0,0.0,0.0
U000514,2026-01-12,4.0,130.57,10.0,15.0,0.0,0.0,0.0
U000514,2026-01-19,4.0,78.48,10.0,8.0,0.0,0.0,0.0
U000514,2026-01-26,2.0,28.810000000000002,3.0,5.0,0.0,0.0,1.0
U000515,2025-12-29,3.0,79.35,5.0,4.0,0.0,0.0,0.0
U000515,2026-01-05,5.0,157.64,13.0,21.0,1.0,0.0,0.0
U000515,2026-01-12,3.0,53.95,3.0,12.0,0.0,0.0,0.0
U000515,2026-01-19,2.0,77.64,5.0,10.0,0.0,0.0,0.0
U000515,2026-01-26,1.0,31.28,1.0,4.0,0.0,0.0,1.0
U000516,2025-06-30,2.0,46.84,2.0,3.0,1.0,0.0,0.0
U000516,2025-07-07,3.0,97.53999999999999,5.0,12.0,0.0,0.0,0.0
U000516,2025-07-14,4.0,129.43,6.0,15.0,0.0,0.0,0.0
U000516,2025-07-21,3.0,140.95,7.0,15.0,0.0,0.0,0.0
U000516,2025-07-28,1.0,639.3179085601499,5.0,7.0,0.0,0.0,0.0
U000516,2025-08-04,4.0,128.56,10.0,12.0,1.0,0.0,0.0
U000516,2025-08-11,6.0,266.73,13.0,22.0,0.0,0.0,0.0
U000516,2025-08-18,2.0,41.42,3.0,6.0,0.0,0.0,0.0
U000516,2025-08-25,5.0,196.31,9.0,21.0,0.0,0.0,0.0
U000516,2025-09-01,4.0,952.3000392799463,10.0,17.0,1.0,0.0,0.0
U000516,2025-09-08,4.0,136.42,5.0,14.0,0.0,0.0,0.0
U000516,2025-09-15,5.0,160.81,10.0,17.0,0.0,0.0,0.0
U000516,2025-09-22,2.0,47.93,5.0,2.0,0.0,0.0,0.0
U000516,2025-09-29,4.0,144.62,9.0,13.0,1.0,0.0,0.0
U000516,2025-10-06,3.0,65.76,4.0,7.0,0.0,0.0,0.0
U000516,2025-10-13,4.0,105.66,7.0,8.0,0.0,0.0,0.0
U000516,2025-10-20,2.0,53.47,3.0,5.0,0.0,0.0,0.0
U000516,2025-10-27,4.0,170.84,15.0,15.0,1.0,0.0,0.0
U000516,2025-11-03,7.0,280.9,14.0,32.0,0.0,0.0,0.0
U000516,2025-11-10,4.0,134.17000000000002,8.0,14.0,0.0,0.0,0.0
U000516,2025-11-17,5.0,166.07,15.0,13.0,0.0,0.0,0.0
U000516,2025-11-24,4.0,224.37,8.0,30.0,0.0,0.0,0.0
U000516,2025-12-01,6.0,162.71,8.0,11.0,1.0,0.0,0.0
U000516,2025-12-08,4.0,124.47,5.0,15.0,0.0,0.0,0.0
U000516,2025-12-15,2.0,90.02,6.0,4.0,0.0,0.0,0.0
U000516,2025-12-22,4.0,98.99,8.0,13.0,0.0,0.0,0.0
U000516,2025-12-29,2.0,68.54,8.0,5.0,1.0,0.0,0.0
U000516,2026-01-05,3.0,89.89,4.0,7.0,0.0,0.0,0.0
U000516,2026-01-12,5.0,141.15,8.0,14.0,0.0,0.0,0.0
U000516,2026-01-19,3.0,95.4,8.0,12.0,0.0,0.0,0.0
U000516,2026-01-26,4.0,113.75999999999999,12.0,16.0,0.0,0.0,1.0
U000517,2025-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000517,2025-12-15,3.0,114.06,11.0,9.0,1.0,0.0,0.0
U000517,2025-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000517,2025-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000517,2026-01-05,2.0,40.849999999999994,5.0,4.0,0.0,0.0,0.0
U000517,2026-01-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
U000517,2026-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000517,2026-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000518,2025-06-30,2.0,73.36,5.0,4.0,0.0,0.0,0.0
U000518,2025-07-07,5.0,114.42999999999999,7.0,14.0,0.0,0.0,0.0
U000518,2025-07-14,3.0,70.57,6.0,9.0,0.0,0.0,0.0
U000518,2025-07-21,5.0,123.26,10.0,15.0,1.0,0.0,0.0
U000518,2025-07-28,4.0,134.37,7.0,12.0,0.0,0.0,0.0
U000518,2025-08-04,2.0,59.38,2.0,8.0,0.0,0.0,0.0
U000518,2025-08-11,6.0,209.32,13.0,24.0,0.0,0.0,0.0
U000518,2025-08-18,2.0,57.96,4.0,6.0,1.0,0.0,0.0
U000518,2025-08-25,4.0,93.31,4.0,8.0,0.0,0.0,0.0
U000518,2025-09-01,3.0,88.91999999999999,3.0,9.0,0.0,0.0,0.0
U000518,2025-09-08,4.0,92.05000000000001,6.0,10.0,0.0,0.0,0.0
U000518,2025-09-15,3.0,89.92,8.0,9.0,1.0,1.0,0.0
U000518,2025-09-22,4.0,117.52000000000001,11.0,14.0,0.0,0.0,0.0
U000518,2025-09-29,2.0,65.59,3.0,9.0,0.0,0.0,0.0
U000518,2025-10-06,2.0,109.55,6.0,16.0,0.0,0.0,0.0
U000518,2025-10-13,5.0,143.29999999999998,11.0,12.0,0.0,0.0,0.0
U000518,2025-10-20,3.0,91.49,5.0,6.0,1.0,1.0,0.0
U000518,2025-10-27,3.0,99.48,8.0,17.0,0.0,0.0,0.0
U000518,2025-11-03,2.0,43.42,3.0,7.0,0.0,0.0,0.0
U000518,2025-11-10,4.0,113.51,4.0,13.0,0.0,0.0,0.0
U000518,2025-11-17,6.0,156.63,8.0,15.0,1.0,0.0,0.0
U000518,2025-11-24,1.0,17.03,1.0,1.0,0.0,0.0,0.0
U000518,2025-12-01,5.0,245.72,11.0,25.0,0.0,0.0,0.0
U000518,2025-12-08,3.0,115.7,9.0,6.0,0.0,0.0,0.0
U000518,2025-12-15,3.0,99.93,10.0,11.0,1.0,0.0,0.0
U000518,2025-12-22,3.0,94.78,4.0,7.0,0.0,0.0,0.0
U000518,2025-12-29,3.0,47.67,4.0,6.0,0.0,0.0,0.0
U000518,2026-01-05,3.0,59.31999999999999,8.0,6.0,0.0,0.0,0.0
U000518,2026-01-12,3.0,107.74000000000001,7.0,12.0,0.0,0.0,0.0
U000518,2026-01-19,3.0,100.62,5.0,7.0,0.0,0.0,0.0
U000518,2026-01-26,4.0,161.15,11.0,23.0,0.0,0.0,1.0
U000519,2025-09-01,5.0,139.26999999999998,6.0,13.0,1.0,0.0,0.0
U000519,2025-09-08,5.0,166.33,8.0,9.0,0.0,0.0,0.0
U000519,2025-09-15,2.0,77.43,6.0,6.0,0.0,0.0,0.0
U000519,2025-09-22,5.0,199.38,11.0,24.0,0.0,0.0,0.0
U000519,2025-09-29,6.0,174.59,10.0,15.0,1.0,0.0,0.0
U000519,2025-10-06,4.0,99.07,5.0,10.0,0.0,0.0,0.0
U000519,2025-10-13,3.0,106.32,9.0,10.0,0.0,0.0,0.0
U000519,2025-10-20,3.0,119.35,6.0,13.0,0.0,0.0,0.0
U000519,2025-10-27,4.0,56.03,6.0,6.0,0.0,0.0,0.0
U000519,2025-11-03,3.0,116.58,7.0,15.0,1.0,0.0,0.0
U000519,2025-11-10,3.0,89.32,8.0,10.0,0.0,0.0,0.0
U000519,2025-11-17,5.0,256.86,8.0,28.0,0.0,0.0,0.0
U000519,2025-11-24,4.0,92.0,7.0,9.0,0.0,0.0,0.0
U000519,2025-12-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0
U000519,2025-12-08,2.0,65.35,5.0,7.0,0.0,0.0,0.0
U000519,2025-12-15,3.0,78.78999999999999,6.0,7.0,0.0,0.0,0.0
U000519,2025-12-22,5.0,277.54,21.0,34.0,0.0,0.0,0.0
U000519,2025-12-29,3.0,71.53,6.0,6.0,1.0,1.0,0.0
U000519,2026-01-05,4.0,140.65,7.0,10.0,0.0,0.0,0.0
U000519,2026-01-12,3.0,87.94,6.0,10.0,0.0,0.0,0.0
U000519,2026-01-19,5.0,131.56,5.0,15.0,0.0,0.0,0.0
U000519,2026-01-26,2.0,64.27000000000001,6.0,7.0,0.0,0.0,1.0
U000520,2025-09-29,5.0,148.32,10.0,13.0,0.0,0.0,0.0
U000520,2025-10-06,3.0,137.47,11.0,16.0,1.0,0.0,0.0
U000520,2025-10-13,4.0,144.7,6.0,7.0,0.0,0.0,0.0
U000520,2025-10-20,3.0,109.08000000000001,4.0,14.0,0.0,0.0,0.0
U000520,2025-10-27,3.0,47.83,8.0,6.0,0.0,0.0,0.0
U000520,2025-11-03,5.0,103.7,7.0,14.0,1.0,0.0,0.0
U000520,2025-11-10,3.0,46.44,3.0,4.0,0.0,0.0,0.0
U000520,2025-11-17,4.0,137.73000000000002,4.0,13.0,0.0,0.0,0.0
U000520,2025-11-24,2.0,140.61,5.0,11.0,0.0,0.0,0.0
U000520,2025-12-01,5.0,131.3,7.0,15.0,1.0,0.0,0.0
U000520,2025-12-08,3.0,83.0,7.0,4.0,0.0,0.0,0.0
U000520,2025-12-15,3.0,76.27,8.0,10.0,0.0,0.0,0.0
U000520,2025-12-22,4.0,157.78,12.0,17.0,0.0,0.0,0.0
U000520,2025-12-29,5.0,168.83,12.0,15.0,0.0,0.0,0.0
U000520,2026-01-05,4.0,241.37,12.0,29.0,0.0,0.0,0.0
U000520,2026-01-12,1.0,24.1,6.0,2.0,0.0,0.0,0.0
U000520,2026-01-19,4.0,96.57000000000001,5.0,7.0,0.0,0.0,0.0
U000520,2026-01-26,2.0,67.39,3.0,8.0,0.0,0.0,1.0
U000521,2025-07-28,1.0,45.92,3.0,2.0,0.0,0.0,0.0
U000521,2025-08-04,4.0,165.54,9.0,16.0,1.0,0.0,0.0
U000521,2025-08-11,5.0,234.95000000000002,11.0,24.0,0.0,0.0,0.0
U000521,2025-08-18,3.0,212.01000000000002,11.0,21.0,0.0,0.0,0.0
U000521,2025-08-25,4.0,98.37,9.0,15.0,0.0,0.0,0.0
U000521,2025-09-01,2.0,92.87,8.0,9.0,1.0,0.0,0.0
U000521,2025-09-08,5.0,195.56,11.0,20.0,0.0,0.0,0.0
U000521,2025-09-15,5.0,317.96000000000004,20.0,34.0,0.0,0.0,0.0
U000521,2025-09-22,5.0,326.97,15.0,26.0,0.0,0.0,0.0
U000521,2025-09-29,4.0,193.98000000000002,7.0,16.0,1.0,0.0,0.0
U000521,2025-10-06,4.0,164.32,8.0,16.0,0.0,0.0,0.0
U000521,2025-10-13,6.0,234.66,7.0,14.0,0.0,0.0,0.0
U000521,2025-10-20,3.0,187.72,13.0,23.0,0.0,0.0,0.0
U000521,2025-10-27,4.0,217.15,11.0,25.0,0.0,0.0,0.0
U000521,2025-11-03,6.0,257.03,16.0,17.0,1.0,0.0,0.0
U000521,2025-11-10,5.0,273.78,16.0,31.0,0.0,0.0,0.0
U000521,2025-11-17,6.0,267.96,14.0,33.0,0.0,0.0,0.0
U000521,2025-11-24,6.0,302.86,23.0,24.0,0.0,0.0,0.0
U000521,2025-12-01,5.0,155.52,13.0,21.0,1.0,0.0,0.0
U000521,2025-12-08,3.0,180.22,6.0,18.0,0.0,0.0,0.0
U000521,2025-12-15,4.0,143.51999999999998,10.0,9.0,0.0,0.0,0.0
U000521,2025-12-22,5.0,202.88,16.0,26.0,0.0,0.0,0.0
U000521,2025-12-29,5.0,158.55,6.0,17.0,0.0,0.0,0.0
U000521,2026-01-05,3.0,138.83999999999997,5.0,9.0,0.0,0.0,0.0
U000521,2026-01-12,2.0,161.63,10.0,18.0,0.0,0.0,0.0
U000521,2026-01-19,4.0,166.3,8.0,21.0,0.0,0.0,0.0
U000521,2026-01-26,4.0,143.0,6.0,13.0,0.0,0.0,1.0
U000522,2025-06-30,2.0,38.23,3.0,7.0,0.0,0.0,0.0
U000522,2025-07-07,2.0,43.74,3.0,6.0,1.0,0.0,0.0
U000522,2025-07-14,4.0,270.42,18.0,27.0,0.0,0.0,0.0
U000522,2025-07-21,4.0,84.32000000000001,8.0,8.0,0.0,0.0,0.0
U000522,2025-07-28,3.0,88.8,6.0,10.0,0.0,0.0,0.0
U000522,2025-08-04,6.0,226.28,15.0,26.0,0.0,0.0,0.0
U000522,2025-08-11,1.0,31.39,3.0,2.0,1.0,0.0,0.0
U000522,2025-08-18,3.0,103.4,4.0,9.0,0.0,0.0,0.0
U000522,2025-08-25,4.0,153.9,12.0,15.0,0.0,0.0,0.0
U000522,2025-09-01,2.0,88.86,5.0,9.0,0.0,0.0,0.0
U000522,2025-09-08,4.0,178.86,7.0,16.0,1.0,0.0,0.0
U000522,2025-09-15,3.0,88.5,7.0,9.0,0.0,0.0,0.0
U000522,2025-09-22,4.0,197.63,11.0,21.0,0.0,0.0,0.0
U000522,2025-09-29,6.0,144.87,10.0,11.0,0.0,0.0,0.0
U000522,2025-10-06,4.0,121.87,7.0,14.0,1.0,0.0,0.0
U000522,2025-10-13,5.0,236.71,11.0,18.0,0.0,0.0,0.0
U000522,2025-10-20,2.0,50.96,2.0,4.0,0.0,0.0,0.0
U000522,2025-10-27,3.0,71.66,7.0,7.0,0.0,0.0,0.0
U000522,2025-11-03,5.0,134.32,8.0,14.0,1.0,0.0,0.0
U000522,2025-11-10,3.0,106.71000000000001,6.0,10.0,0.0,0.0,0.0
U000522,2025-11-17,6.0,215.06,11.0,17.0,0.0,0.0,0.0
U000522,2025-11-24,5.0,162.22,6.0,22.0,0.0,0.0,0.0
U000522,2025-12-01,3.0,45.74,5.0,7.0,0.0,0.0,0.0
U000522,2025-12-08,3.0,60.129999999999995,3.0,5.0,1.0,0.0,0.0
U000522,2025-12-15,3.0,86.76,6.0,7.0,0.0,0.0,0.0
U000522,2025-12-22,3.0,90.34,4.0,7.0,0.0,0.0,0.0
U000522,2025-12-29,4.0,149.81,12.0,18.0,0.0,0.0,0.0
U000522,2026-01-05,5.0,108.28999999999999,7.0,14.0,0.0,0.0,0.0
U000522,2026-01-12,5.0,137.85,10.0,12.0,0.0,0.0,0.0
U000522,2026-01-19,4.0,87.53999999999999,6.0,8.0,0.0,0.0,0.0
U000522,2026-01-26,3.0,117.71000000000001,9.0,17.0,0.0,0.0,1.0
U000523,2025-06-30,2.0,106.62,4.0,10.0,0.0,0.0,0.0
U000523,2025-07-07,3.0,73.94,5.0,4.0,0.0,0.0,0.0
U000523,2025-07-14,3.0,133.48000000000002,8.0,15.0,0.0,0.0,0.0
U000523,2025-07-21,3.0,86.31,6.0,8.0,0.0,0.0,0.0
U000523,2025-07-28,5.0,168.84,9.0,21.0,1.0,0.0,0.0
U000523,2025-08-04,4.0,82.82,5.0,9.0,0.0,0.0,0.0
U000523,2025-08-11,2.0,56.59,2.0,3.0,0.0,0.0,0.0
U000523,2025-08-18,5.0,119.47,13.0,12.0,0.0,0.0,0.0
U000523,2025-08-25,5.0,185.56,18.0,14.0,1.0,0.0,0.0
U000523,2025-09-01,5.0,193.61999999999998,11.0,18.0,0.0,0.0,0.0
U000523,2025-09-08,5.0,205.43,13.0,21.0,0.0,0.0,0.0
U000523,2025-09-15,1.0,14.67,1.0,1.0,0.0,0.0,0.0
U000523,2025-09-22,6.0,147.45,12.0,21.0,1.0,0.0,0.0
U000523,2025-09-29,3.0,98.79,5.0,11.0,0.0,0.0,0.0
U000523,2025-10-06,3.0,77.91,4.0,6.0,0.0,0.0,0.0
U000523,2025-10-13,1.0,20.33,1.0,4.0,0.0,0.0,0.0
U000523,2025-10-20,5.0,227.76999999999998,13.0,28.0,1.0,0.0,0.0
U000523,2025-10-27,3.0,60.989999999999995,4.0,6.0,0.0,0.0,0.0
U000523,2025-11-03,4.0,180.3,9.0,22.0,0.0,0.0,0.0
U000523,2025-11-10,4.0,131.49,10.0,21.0,0.0,0.0,0.0
U000523,2025-11-17,5.0,259.93,14.0,18.0,0.0,0.0,0.0
U000523,2025-11-24,4.0,127.06,7.0,16.0,1.0,0.0,0.0
U000523,2025-12-01,4.0,132.24,11.0,14.0,0.0,0.0,0.0
U000523,2025-12-08,4.0,155.93,5.0,14.0,0.0,0.0,0.0
U000523,2025-12-15,3.0,105.31,9.0,7.0,0.0,0.0,0.0
U000523,2025-12-22,5.0,256.2,14.0,25.0,1.0,0.0,0.0
U000523,2025-12-29,4.0,145.3,10.0,17.0,0.0,0.0,0.0
U000523,2026-01-05,1.0,23.76,3.0,4.0,0.0,0.0,0.0
U000523,2026-01-12,3.0,129.93,10.0,20.0,0.0,0.0,0.0
U000523,2026-01-19,2.0,73.96000000000001,6.0,5.0,0.0,0.0,0.0
U000523,2026-01-26,4.0,120.98,9.0,12.0,0.0,0.0,1.0
U000524,2025-11-24,1.0,25.72,5.0,1.0,0.0,0.0,0.0
U000524,2025-12-01,3.0,199.06,17.0,15.0,1.0,1.0,0.0
U000524,2025-12-08,5.0,171.31,7.0,13.0,0.0,0.0,0.0
U000524,2025-12-15,4.0,144.6,8.0,25.0,0.0,0.0,0.0
U000524,2025-12-22,1.0,12.9,1.0,1.0,0.0,0.0,0.0
U000524,2025-12-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0
U000524,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000524,2026-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000524,2026-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000524,2026-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2025-07-21,0.0,0.0,0.0,0.0,1.0,0.0,0.0
U000525,2025-07-28,4.0,60.05,6.0,7.0,0.0,0.0,0.0
U000525,2025-08-04,3.0,35.54,3.0,3.0,0.0,0.0,0.0
U000525,2025-08-11,4.0,83.27000000000001,6.0,7.0,0.0,0.0,0.0
U000525,2025-08-18,4.0,58.97,7.0,6.0,1.0,1.0,0.0
U000525,2025-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2025-09-01,4.0,80.11,5.0,9.0,0.0,0.0,0.0
U000525,2025-09-08,3.0,68.81,5.0,8.0,0.0,0.0,0.0
U000525,2025-09-15,1.0,29.67,1.0,1.0,0.0,0.0,0.0
U000525,2025-09-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0
U000525,2025-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2025-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2025-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2025-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2025-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2025-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2025-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2025-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2025-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2025-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2025-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2025-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2025-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2025-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2026-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2026-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2026-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000525,2026-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000526,2025-07-21,3.0,81.81,3.0,9.0,1.0,0.0,0.0
U000526,2025-07-28,5.0,53.06,11.0,7.0,0.0,0.0,0.0
U000526,2025-08-04,2.0,80.7,7.0,6.0,0.0,0.0,0.0
U000526,2025-08-11,4.0,96.57,9.0,10.0,0.0,0.0,0.0
U000526,2025-08-18,3.0,76.66,4.0,10.0,1.0,0.0,0.0
U000526,2025-08-25,4.0,59.31,4.0,6.0,0.0,0.0,0.0
U000526,2025-09-01,2.0,74.7,6.0,6.0,0.0,0.0,0.0
U000526,2025-09-08,2.0,49.769999999999996,3.0,4.0,0.0,0.0,0.0
U000526,2025-09-15,3.0,49.02,5.0,3.0,1.0,0.0,0.0
U000526,2025-09-22,2.0,34.1,4.0,2.0,0.0,0.0,0.0
U000526,2025-09-29,4.0,60.45,4.0,4.0,0.0,0.0,0.0
U000526,2025-10-06,2.0,44.11,4.0,8.0,0.0,0.0,0.0
U000526,2025-10-13,3.0,71.64,4.0,9.0,0.0,0.0,0.0
U000526,2025-10-20,3.0,71.57000000000001,4.0,10.0,1.0,0.0,0.0
U000526,2025-10-27,1.0,21.37,1.0,2.0,0.0,0.0,0.0
U000526,2025-11-03,7.0,130.23,12.0,12.0,0.0,0.0,0.0
U000526,2025-11-10,1.0,23.85,1.0,2.0,0.0,0.0,0.0
U000526,2025-11-17,2.0,27.79,4.0,2.0,1.0,0.0,0.0
U000526,2025-11-24,4.0,91.89,5.0,18.0,0.0,0.0,0.0
U000526,2025-12-01,3.0,47.88,3.0,8.0,0.0,0.0,0.0
U000526,2025-12-08,3.0,42.54,4.0,8.0,0.0,0.0,0.0
U000526,2025-12-15,4.0,80.93,4.0,12.0,1.0,0.0,0.0
U000526,2025-12-22,3.0,50.739999999999995,5.0,11.0,0.0,0.0,0.0
U000526,2025-12-29,3.0,47.68,5.0,6.0,0.0,0.0,0.0
U000526,2026-01-05,3.0,74.71,4.0,4.0,0.0,0.0,0.0
U000526,2026-01-12,3.0,60.92,6.0,3.0,0.0,0.0,0.0
U000526,2026-01-19,2.0,18.82,2.0,5.0,0.0,0.0,0.0
U000526,2026-01-26,3.0,65.95,5.0,8.0,0.0,0.0,1.0
U000527,2025-12-22,6.0,159.84,10.0,20.0,1.0,0.0,0.0
U000527,2025-12-29,2.0,55.15,2.0,5.0,0.0,0.0,0.0
U000527,2026-01-05,5.0,249.36,17.0,17.0,0.0,0.0,0.0
U000527,2026-01-12,1.0,54.4,6.0,3.0,0.0,0.0,0.0
U000527,2026-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000527,2026-01-26,1.0,33.81,3.0,2.0,0.0,0.0,1.0
U000528,2025-06-30,2.0,169.2,13.0,14.0,0.0,0.0,0.0
U000528,2025-07-07,5.0,302.58,13.0,27.0,1.0,0.0,0.0
U000528,2025-07-14,5.0,183.03,15.0,26.0,0.0,0.0,0.0
U000528,2025-07-21,3.0,183.29000000000002,5.0,20.0,0.0,0.0,0.0
U000528,2025-07-28,3.0,95.16,6.0,8.0,0.0,0.0,0.0
U000528,2025-08-04,6.0,273.35,12.0,27.0,1.0,0.0,0.0
U000528,2025-08-11,5.0,274.06,14.0,28.0,0.0,0.0,0.0
U000528,2025-08-18,4.0,252.15000000000003,14.0,23.0,0.0,0.0,0.0
U000528,2025-08-25,3.0,112.09,4.0,6.0,0.0,0.0,0.0
U000528,2025-09-01,5.0,191.18,8.0,16.0,0.0,0.0,0.0
U000528,2025-09-08,6.0,365.57,11.0,37.0,1.0,0.0,0.0
U000528,2025-09-15,3.0,83.54,8.0,6.0,0.0,0.0,0.0
U000528,2025-09-22,5.0,313.72,22.0,28.0,0.0,0.0,0.0
U000528,2025-09-29,3.0,151.93,13.0,22.0,0.0,0.0,0.0
U000528,2025-10-06,3.0,67.22,4.0,4.0,1.0,0.0,0.0
U000528,2025-10-13,6.0,325.38,23.0,32.0,0.0,0.0,0.0
U000528,2025-10-20,5.0,287.4,17.0,21.0,0.0,0.0,0.0
U000528,2025-10-27,3.0,173.82,7.0,11.0,0.0,0.0,0.0
U000528,2025-11-03,5.0,193.89000000000001,10.0,22.0,1.0,0.0,0.0
U000528,2025-11-10,4.0,235.25,9.0,17.0,0.0,0.0,0.0
U000528,2025-11-17,4.0,198.88,12.0,20.0,0.0,0.0,0.0
U000528,2025-11-24,5.0,161.76999999999998,7.0,19.0,0.0,0.0,0.0
U000528,2025-12-01,5.0,206.26,14.0,19.0,0.0,0.0,0.0
U000528,2025-12-08,4.0,294.97,10.0,21.0,1.0,0.0,0.0
U000528,2025-12-15,2.0,209.96,14.0,18.0,0.0,0.0,0.0
U000528,2025-12-22,3.0,157.49,7.0,28.0,0.0,0.0,0.0
U000528,2025-12-29,4.0,235.39999999999998,11.0,26.0,0.0,0.0,0.0
U000528,2026-01-05,1.0,33.81,2.0,2.0,0.0,0.0,0.0
U000528,2026-01-12,5.0,183.07999999999998,7.0,17.0,0.0,0.0,0.0
U000528,2026-01-19,5.0,229.32,8.0,23.0,0.0,0.0,0.0
U000528,2026-01-26,4.0,175.87,9.0,16.0,0.0,0.0,1.0
U000529,2025-12-15,2.0,25.16,2.0,4.0,0.0,0.0,0.0
U000529,2025-12-22,0.0,0.0,0.0,0.0,1.0,1.0,0.0
U000529,2025-12-29,3.0,69.8,3.0,8.0,0.0,0.0,0.0
U000529,2026-01-05,3.0,34.85,6.0,4.0,0.0,0.0,0.0
U000529,2026-01-12,2.0,26.91,5.0,6.0,0.0,0.0,0.0
U000529,2026-01-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0
U000529,2026-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U000530,2025-12-22,4.0,131.39,9.0,15.0,0.0,0.0,0.0
U000530,2025-12-29,5.0,131.62,8.0,15.0,1.0,0.0,0.0
U000530,2026-01-05,4.0,110.62,7.0,16.0,0.0,0.0,0.0
U000530,2026-01-12,1.0,21.88,2.0,3.0,0.0,0.0,0.0
U000530,2026-01-19,2.0,112.87,6.0,8.0,0.0,0.0,0.0
U000530,2026-01-26,4.0,115.01,8.0,16.0,0.0,0.0,1.0
U000531,2025-09-29,1.0,21.58,1.0,2.0,1.0,0.0,0.0
U000531,2025-10-06,4.0,97.31,12.0,12.0,0.0,0.0,0.0
U000531,2025-10-13,3.0,96.75,5.0,12.0,0.0,0.0,0.0
U000531,2025-10-20,4.0,97.22,8.0,9.0,0.0,0.0,0.0
U000531,2025-10-27,3.0,40.65,6.0,5.0,0.0,0.0,0.0
U000531,2025-11-03,2.0,50.74,4.0,8.0,1.0,0.0,0.0
U000531,2025-11-10,4.0,73.75,8.0,9.0,0.0,0.0,0.0
U000531,2025-11-17,5.0,120.91,6.0,9.0,0.0,0.0,0.0
U000531,2025-11-24,3.0,73.27,4.0,10.0,0.0,0.0,0.0
U000531,2025-12-01,2.0,72.28999999999999,4.0,9.0,1.0,0.0,0.0
U000531,2025-12-08,2.0,44.25,3.0,5.0,0.0,0.0,0.0
U000531,2025-12-15,1.0,17.84,1.0,2.0,0.0,0.0,0.0
U000531,2025-12-22,2.0,59.89000000000001,3.0,6.0,0.0,0.0,0.0
U000531,2025-12-29,2.0,29.57,4.0,4.0,1.0,0.0,0.0
U000531,2026-01-05,3.0,37.239999999999995,4.0,6.0,0.0,0.0,0.0
U000531,2026-01-12,2.0,30.96,2.0,3.0,0.0,0.0,0.0
U000531,2026-01-19,1.0,13.36,2.0,3.0,0.0,0.0,0.0
U000531,2026-01-26,2.0,19.57,5.0,4.0,0.0,0.0,1.0
U000532,2025-06-30,2.0,9.36,2.0,3.0,0.0,0.0,0.0
U000532,2025-07-07,2.0,48.63,2.0,3.0,0.0,0.0,0.0
U000532,2025-07-14,2.0,71.49000000000001,4.0,13.0,1.0,0.0,0.0
U000532,2025-07-21,1.0,40.29,1.0,1.0,0.0,0.0,0.0
